news,label
VIDEO काय आहे आशियाई क्रीडा स्पर्धेतील शेवटचा रेडा मारणाऱ्या मराठमोळा वीर धवल खाडेच्या मनात,1
करिनाच्या वीर दी वेडिंगची रिलीज तारीख ठरली,0
करीना वीरे दी वेडिंगची डिपार्चर डेट निश्चित झाली आहे,0
करिनाच्या वीरे दी वेडलॉकची रिलीज डेट निश्चित करण्यात आली आहे,0
नागपुरात स्क्रब टायफसचं थैमान 12 जणांचा मृत्यू,2
नागपुरात 12 जणांना स्क्रब टायफसची साथ,2
नागपुरात स्क्रब टायफसने 12 जणांचा मृत्यू झाला,2
पुन्हा हसवाफसवी,0
पुन्हा हसणे,0
पुन्हा हसणे,0
कोस्टा रिकाचा 43ने पराभव करत नेदरलँडचा विजय,1
नेदरलँड्सने कोस्टा रिकाचा ४३ धावांनी पराभव केला,1
नेदरलँड्सने कोस्टा रिकावर 43 धावांनी मात केली,1
प्रियांकाचा बेवॉच फक्त प्रौढांसाठी,0
प्रियांकाचे बेवॉच फक्त प्रौढांसाठी आहे,0
प्रियांकाचे बेवॉच फक्त प्रौढांसाठी आहे,0
संपूर्ण निकाल पाहा IBN लोकमतच्या वेबसाईटवर,2
Check concluded results on IBN Lokmat website,2
Check complete findings on IBN Lokmat website,2
गुहागरच्या समुद्रात 7 पर्यटक बुडाले,2
गुहागर समुद्रात 7 पर्यटक बुडाले,2
गुहागरच्या समुद्रात ७ प्रवासी बुडाले,2
बिग बींनी ट्विट केला केबीसीचा पहिला प्रोमो,0
B ने KBC चा पहिला प्रोमो ट्विट केला,0
हेफ्टी बी ने केबीसीचा पहिला प्रोमो ट्विट केला,0
निरगुडे गावात हनुमान जन्मोत्सव साजरा,2
निरगुडे गावात हनुमान जन्मोत्सवाची थाट,2
निरगुडे गावात हनुमान जन्मोत्सव साजरा,2
अशा खेळाडूंवर आजन्म बंदी घालावी शरद पवार,1
शरद पवारांनी अशा खेळाडूंवर जिवंतपणी बंदी घालावी,1
शरद पवारांनी अशा खेळाडूंवर बंदी घालावी,1
गणेश विसर्जनाला दुर्घटनांचे गालबोट राज्यभरात 15 जणांचा मृत्यू,2
गणेश विसर्जनाच्या वेळी झालेल्या अपघातात राज्यभरात १५ जणांचा मृत्यू झाला,2
15 people died across the state due to mishap at Ganesh Visarjan,2
जैतापूरला देशहितासाठीच कुणीही विरोध करू नये  मुख्यमंत्री,2
"मंत्री महोदय, देशाच्या हितासाठी जैतापूरला कोणीही विरोध करू नये",2
"मुख्यमंत्री महोदय, देशहितासाठी जैतापूरला कोणीही विरोध करू नये",2
दानवेंना लक्ष्मीदर्शन वक्तव्य भोवलं,2
लक्ष्मी दर्शनाच्या विधानाने भुतांचा पाडाव झाला,2
लक्ष्मी दर्शनाच्या वक्तव्याने राक्षसांना फटका बसला,2
बिग बाॅस 12मध्ये झळकणार एक मराठी अभिनेत्री,0
amp मराठी अभिनेत्री दिसणार बिग बॉस 12 मध्ये,0
बिग बॉस १२ मध्ये एक मराठी अभिनेत्री दिसणार आहे,0
गडचिरोलीत कमळ उमललं नगरपरिषदेवर भाजपचा झेंडा,2
"inch गडचिरोली, नगरपरिषदेवर कमळ फुलले, भाजपचा झेंडा",2
"गडचिरोलीत कमळ फुलले महापालिकेचे सरकार, भाजपचा झेंडा",2
रवी शास्त्री कोच झाले तर वर्षाला 7 कोटी कमावतील ,1
रवी शास्त्री प्रशिक्षक झाले तर त्यांना वर्षाला सात कोटींची कमाई होईल,1
रोमांचित शास्त्री प्रशिक्षक झाले तर वर्षाला ७ कोटी कमावतील,1
बाळासाहेब म्हटलेच होते कमळाबाईची नजर दुसर्‍या पक्षावर,2
Balasaheb had state that Kamalabai's eyes were on another party,2
Balasaheb had said that Kamalabai's eyes were on another part,2
गुजरात लायन्सचा विराटच्या टीमवर राॅयल विजय,1
विराटच्या संघावर गुजरात लायन्सचा रॉयल विजय,1
विराटच्या संघावर गुजरात लायन्सचा रॉयल विजय,1
अमित शहाभागतवतांची मॅरेथॉन बैठक सुरू,2
अमित शाह भागवत यांच्या मॅरेथॉन रिसिव्हला सुरुवात,2
एम्मेट शाह भागवत यांची मॅरेथॉन बैठक सुरू,2
KitKat च्या पाकिटामध्ये असं काही सापडलं की पोलीसही झाले थक्क,2
त्या दिवशी संध्याकाळी किटकॅटच्या पॅकेटमध्ये काहीतरी आढळून आल्याने पोलिस चक्रावून गेले,2
किटकॅटच्या पॅकेजमध्ये असे काही आढळले की पोलीसही चक्रावून गेले,2
विनोद खन्नांना बाॅलिवूडकरांनी ट्विटरवरून वाहिली आदरांजली,0
विनोद खन्ना यांना बॉलीवूडच्या लोकांनी चिटरवर श्रद्धांजली वाहिली,0
विनोद खन्ना यांना बॉलीवूडच्या लोकांनी ट्विटरवर श्रद्धांजली वाहिली,0
मी धनगर आरक्षणामुळे मंत्री झालो नाही महादेव जानकर,2
धनगर आरक्षण महादेव जानकर यांच्यामुळे मी मंत्री झालो नाही,2
I did not become a minster because of Dhangar reservation Mahadev Jankar,2
नाहीतर 5 जूनला महाराष्ट्र बंद शेतकरी कोअर कमिटीचा इशारा,2
Otherwise Maharashtra Bandh Shetkari nitty-gritty Committee warning on June 5,2
Otherwise Maharashtra Bandh Shetkari Core Committee warning on Aug 5,2
मुंबईचा पंजाबवर 3 धावांनी रोमहर्षक विजय,1
मुंबईचा पंजाबवर 3 धावांनी दणदणीत विजय,1
मुंबईचा पंजाबवर ७ धावांनी रोमांचक विजय,1
IPL 2019  यंदाच्या आयपीएलमध्ये मोडले जातील ‘हे’ चार विक्रम,1
आयपीएल 2019 'हे' चार विक्रम यंदाच्या आयपीएलमध्ये विभागले जाणार आहेत,1
आयपीएल 2019 'हे' चार रेकॉर्ड यंदाच्या आयपीएलमध्ये मोडीत निघणार आहेत,1
इटलीत उडाला विराटअनुष्काच्या लग्नाचा बार,0
विराट अनुष्काच्या लग्नाचा बार इटलीत गाजला होता,0
विराट अनुष्काच्या लग्नाचा बार इटलीत शूट करण्यात आला,0
हे आहेत 65व्या राष्ट्रीय पुरस्कारांचे मानकरी,0
पासष्टव्या राष्ट्रीय पुरस्कारांसाठीचे नामांकन हे आहेत,0
65 व्या राष्ट्रीय पुरस्कारासाठी नामांकित व्यक्ती येथे आहेत,0
उद्या देशभरातील औषध दुकानं बंद राहणार,2
उद्यापासून देशभरातील ड्रग्जची तस्करी बंद होणार आहे,2
उद्यापासून देशभरातील औषधांची दुकाने बंद राहणार आहेत,2
पावसाअभावी राज्यात दुबार पेरणीचं संकट,2
पावसाअभावी राज्यात दुबार पेरणीचे संकट,2
पाऊस कमी झाल्याने राज्यात दुबार पेरणीचे संकट ओढवले आहे,2
3वर्षात महाराष्ट्र 10 वर्ष मागे गेलानारायण राणेंचा सरकारवर हल्लाबोल,2
नारायण राणेंच्या सरकारवर हल्लाबोल 3 मध्ये महाराष्ट्र 10 वर्षे मागे गेला,2
प्रदेश 3 वर्षात 10 वर्षे मागे गेला नारायण राणेंचा सरकारवर हल्लाबोल,2
नव्या पालघर जिल्ह्याविरोधात याचिका दाखल,2
Petition filed against young Palghar district,2
Petition filed against new Palghar districts,2
आता सुरू होणार महिलांचं आयपीएल,1
महिला आयपीएल आता ओरबाडणार,1
महिला आयपीएल आता सुरू होणार आहे,1
या गावात स्वातंत्र्यानंतर पहिल्यांदाच झालं मतदान,2
या गावात स्वातंत्र्यानंतर पहिल्यांदाच मतदान झाले,2
या गावात स्वातंत्र्यानंतर पहिल्यांदाच मतदान झाले,2
शहीद सुनील सुर्यवंशी यांचं पार्थिव खराब हवामानामुळे आणण्यात अडचणी,2
खराब हवामानामुळे शहीद सुनील सूर्यवंशी यांचे पार्थिव प्रसूती करण्यात अडचणी,2
खराब हवामानामुळे शहीद सुनील सूर्यवंशी यांचे पार्थिव आणण्यात अडचणी,2
सिडनी टेस्टमध्ये ऑस्ट्रेलियाची दमदार सुरुवात,1
सिडनी कसोटीत ऑस्ट्रेलियाची अभेद्य सुरुवात,1
सिडनी कसोटीत ऑस्ट्रेलियाची दमदार सुरुवात,1
आता आमची सटकली मला राग येतोय  अजित पवार,2
"आता आम्ही सुरक्षित आहोत, आयोडीन असं संतापले अजित पवार",2
"आता आम्ही सुरक्षित आहोत, मी चिडलो अजित पवार",2
  मलायकाअर्जुन कपूर एकाच कारमध्ये कॅमेऱ्यात झाले कैद,0
याच मोटारकारमध्ये मलायका अर्जुन कपूर कॅमेऱ्यात कैद झाली होती,0
याच कारमध्ये मलायका अर्जुन कपूर कॅमेऱ्यात कैद झाली होती,0
तुकाराम मुंढेंची पुणे परिवहन मंडळाच्या अध्यक्षपदी नियुक्ती,2
तुकाराम मुंढे यांची पुणे परिवहन मंडळाच्या अध्यक्षपदी नियुक्ती,2
पुणे हाॅलिंग बोर्डाच्या अध्यक्षपदी तुकाराम मुंढेंची नियुक्ती,2
राज्यातील धरणांमध्ये फक्त 9 टक्के पाणीसाठा शिल्लक ,2
राज्यातील धरणांमध्ये ९ टक्के पाणीसाठा शिल्लक आहे,2
राज्यातील धरणांमध्ये केवळ 9 टक्के पाणीसाठा शिल्लक आहे,2
नक्षलवाद्यांच्या गोळीबारात महाराष्ट्राचे दोन पोलीस शहीद,2
नक्षलवाद्यांच्या सुटकेत महाराष्ट्रातील दोन पोलीस शहीद झाले,2
नक्षलवाद्यांच्या गोळीबारात महाराष्ट्रातील दोन कॉन्स्टेबल शहीद झाले,2
तर मग व्यावसायिकांच्या अन्नपदार्थांना बंदी का नाही हायकोर्टाने मल्टिप्लेक्सना फटकारले,2
मग व्यावसायिक खाद्यपदार्थांवर बंदी का नाही? हाय वू मल्टिप्लेक्सला फटकारले,2
मग व्यावसायिक आहाराच्या वस्तूंवर बंदी का नाही? उच्च न्यायालयाने मल्टिप्लेक्सला फटकारले,2
एकता कपूरच्या मालिकांपेक्षाही जास्त ट्विस्ट आहेत या मराठी मालिकेत,0
या मराठी मालिकेत एकता कपूरच्या मालिकांपेक्षा जास्त चुरस आहे,0
या मराठी मालिकेत एकता कपूरच्या मालिकेपेक्षा जास्त ट्विस्ट आहेत,0
सनीला लागली कुणाची उचकी,0
सनी मॅट कुणाची हिचकी,0
सनीला कुणाची तरी हिचकी वाटली,0
कोकणातले मच्छिमार संकटात काय आहेत कारणं,2
कोकणातील मच्छीमार संकटात येण्याची कारणे कोणती?,2
कोकणातील मच्छीमार संकटात येण्याचे कारण काय?,2
महाराष्ट्र बँक फसवणूक प्रकरणी सीबीआयचं मराठवाड्यात धाडसत्र,2
CBI raid in Marathwada in slip of Maharashtra bank fraud,2
CBI raid in Marathwada in lawsuit of Maharashtra bank fraud,2
जस्टिन बिबर मुंबईत दाखल चाहत्यांची उत्सुकता शिगेला,0
जस्टिन बीबरच्या मुंबईत आगमनाने चाहत्यांची उत्सुकता वाढवली आहे,0
जस्टिन बीबरच्या मुंबईत आगमनाने फॉलोअर्सची उत्सुकता वाढली,0
  सनी लिओनीनं मुलीचा तिसरा वाढदिवस असा केला साजरा,0
सनी लिओनीने तिच्या मुलीचा तृतीयांश वाढदिवस साजरा केला,0
सनी लिओनीने तिच्या मुलीचा तिसरा वाढदिवस साजरा केला,0
दीपिकानं मिटवली रणवीरच्या प्रेमाची ही अखेरची निशाणी,0
दीपिकाने रणवीरच्या प्रेमाची ही खूण पुसून टाकली,0
रणवीरच्या प्रेमाची ही शेवटची खूण दीपिकाने पुसून टाकली,0
हत्या की आत्महत्या शेत तळ्यात सापडला बहीणभावाचा मृतदेह,2
खून की आत्महत्या यात बहिणीचे सातत्य शेत तलावात सापडले,2
हत्या की आत्महत्या बहिणीचा मृतदेह शेत तलावात सापडला,2
लंचबॉक्सला मागे टाकत द गुड रोड ऑस्करच्या शर्यतीत,0
ऑस्कर शर्यतीत द गुड रोडने लंचबॉक्सला मागे टाकले,0
ऑस्करच्या शर्यतीत द गुड पाथ्सने लंचबॉक्सला मागे टाकले,0
810 थर लागणार बालगोविंदांवर बंदी कायम,2
810 बालगोविंदांवर बंदी जो कोल्हा होईल,2
810 आबान बालगोविंदावर कोण टाकेल,2
धोकादायक पूल पाडण्यासाठी दुसऱ्यांदा करावा लागला स्फोट VIDEO आला समोर,2
धोकादायक पूल पाडण्यासाठी दुसऱ्या घड्याळात स्फोट करावा लागला. VIDEO समोर आला,2
धोकादायक पूल पाडण्यासाठी दुसऱ्यांदा स्फोट करावा लागला. VIDEO समोर आला,2
अन्यथा औरंगाबाद महापालिका बरखास्त करु – मुख्यमंत्री,2
अन्यथा औरंगाबाद महापालिका बरखास्त होईल – मुख्यमंत्री,2
अन्यथा औरंगाबाद महापालिकेचे कामकाज विस्कळीत होईल – मुख्यमंत्री,2
या आजाराला तोंड देतेय सारा अली खान,0
सारा अली खानला हा आजार आहे,0
सारा अली खान या आजाराचा सामना करत आहे,0
कोरेगाव भीमा प्रकरण  कोण काय म्हणालं,2
कोरेगाव भीमा प्रकरणी कोण काय म्हणाले?,2
कोरेगाव भीमाचे उदाहरण कोण काय म्हणाले?,2
अखेर जात पंचायतीविरोधात गुन्हा दाखल,2
अखेर जात पंचायतीविरोधात गुन्हा दाखल करण्यात आला,2
अखेर जात पंचायतीविरुद्ध गुन्हा दाखल करण्यात आला,2
शेतकर्‍यांना थेट ग्राहकांना विकता येईल शेतमाल ,2
शेतकरी आपला माल थेट ग्राहकांना विकू शकतात,2
शेतकरी थेट ग्राहकांना एंजेंडर विकू शकतात,2
फॅट आमिर असा बनला फिट,2
लठ्ठ आमिर फुटला,2
लठ्ठ आमिर समर्पक झाला,2
जप्त केलेली तूरडाळ नगरसेवकांनी स्वस्तात विकली काँग्रेसचा आरोप,2
"नगरसेवकांकडून तूरडाळ स्वस्तात विकली गेली, असा काँग्रेसचा आरोप आहे",2
जप्त केलेली तूरडाळ नगरसेवकांकडून स्वस्तात विकल्याचा काँग्रेसने दुजोरा दिला,2
फिल्मी फ्रायडे,0
वाष्पयुक्त शुक्रवार,0
फिल्मी गुरुवार,0
क्रिकेटच्या देवाचे ग्रंथालय इतक्या भाषेत आहेत पुस्तके,1
क्रिकेटच्या देवत्वाकडे अनेक भाषांमधील पुस्तकांची लायब्ररी आहे,1
क्रिकेटच्या देवाकडे अनेक भाषांमधील पुस्तकांचे दुकान आहे,1
Bigg Boss Marathi मेघा धाडेच्या पतीने व्यक्त केले बिग बॉस मराठीबद्दलचे आपले मत,0
Bigg Boss Marathi Megha Dhade's husband extract his opinion about Bigg Boss Marathi,0
Bigg Boss Marathi Megha Dhade's husband expressed his view about Bigg Boss Marathi,0
अभिनेत्री कंगनाने असं पूर्ण केलं आपल्या आईचं स्वप्न,0
अभिनेत्री कंगना अ‍ॅक्शन तिच्या आईच्या स्वप्नात असंच आहे,0
अभिनेत्री कंगनाने आपल्या आईची दुःस्वप्न अशी पूर्ण केली,0
Video  पाकिस्तानच्या खेळाडूने रचला इतिहास तोडला ८२ वर्ष जुना रेकॉर्ड,1
Video पाकिस्तानी खेळाडूने 82 वर्षांचा इतिहास मोडला,1
Video पाकिस्तानी खेळाडूने इतिहासकाराचा ८२ वर्षे जुना विक्रम मोडला,1
पुण्यात राष्ट्रवादीला धक्का भाजपची मुसंडी,2
पुण्यात भाजपची मुसंडी राष्ट्रवादीला धडकली,2
पुण्यात भाजपची मुसंडी राष्ट्रवादीला धक्का,2
कर्जमाफीवरुन भाजपच्या मंत्र्यांमध्येच गोंधळचंद्रकांत पाटलांनी फोडलं बँकावरच खापर ,2
चंद्रकांत पटेल यांनी कर्जमाफीवरून भाजप मंत्र्यांमधील गोंधळाचा ब्रेक डान्स करून बँकेवरच आरोप केले.,2
चंद्रकांत पटेल यांनी कर्जमाफीवरून भाजपच्या मंत्र्यांमधील संभ्रम दूर केला आणि बँकेवरच दोषारोप केला.,2
बाबासाहेबांनी वापरलेल्या 400 पेक्षा जास्त वस्तू नष्ट होण्याच्या मार्गावर,2
बाबासाहेबांनी वापरलेल्या 400 हून अधिक वस्तू नष्ट होण्याच्या मार्गावर आहेत,2
बाबासाहेबांनी वापरलेल्या ४०० हून अधिक वस्तू नष्ट होण्याच्या मार्गावर आहेत,2
आंदोलकच सत्तेतआता आंदोलनाचे प्रश्न सुटतील का,2
आंदोलक सत्तेत आल्याने आंदोलनाचे प्रश्न आता सुटतील का?,2
आता आंदोलकांची सत्ता असल्याने आंदोलनाचे प्रश्न सुटणार आहेत का?,2
जीक्यू अॅवाॅर्ड सोहळ्यात सजली सिताऱ्यांची मैफल,0
माविनच्या मैफिलीने GQ पुरस्कार सोहळ्यात भाग घेतला,0
स्टार्सच्या मैफिलीने जीक्यू पुरस्कार सोहळ्याचा गौरव केला,0
नर्सरीत तीन वर्षाखालील मुलांना मिळालेले प्रवेश होणार रद्द,2
पाळणाघरात तीन वर्षांखालील मुलांचा प्रवेश रद्द केला जाईल,2
पाळणाघरात तीन वर्षांखालील बालकाचा प्रवेश रद्द करण्यात येईल,2
दुसऱ्या टप्प्यातील 14 नगरपालिकांसाठी मतदान सुरू,2
मागच्या टप्प्यात 14 नगरपालिकांसाठी मतदान सुरु आहे,2
दुसऱ्या टप्प्यात 14 नगरपालिकांसाठी मतदान सुरू,2
अखेर स्पेनने लाज राखली,1
शेवटी स्पेनने लाज राखली,1
अखेर स्पेनने लाज राखली,1
औरंगाबाद अग्नितांडव प्रकरणी फटाका असोसिएशनवर गुन्हा दाखल,2
औरंगाबाद आगीच्या घटनेप्रकरणी फटाके फोडणाऱ्यांवर गुन्हा दाखल करण्यात आला आहे,2
औरंगाबाद आगीच्या घटनेप्रकरणी पेटार्ड असोसिएशनवर गुन्हा दाखल करण्यात आला आहे,2
येत्या २४ तासांत विदर्भ मराठवाडा आणि कोकणात वादळी वाऱ्यासह पाऊस,2
"rainwater with gale in Vidarbha, Marathwada and Konkan in next 24 hours",2
"Raining with gale in Vidarbha, Marathwada and Konkan in next 24 hours",2
बाॅक्स आॅफिसचा बादशहा रईसकाबीलला टाकलं मागे,0
बॉक्स स्पॉटच्या बादशाहने रईसकाबीलला मागे सोडले,0
बॉक्स ऑफिसवरील बादशाहने रईसकाबीलला मागे टाकले,0
IPL 2019  आरसीबी आतापर्यंत विजेता का नाही विराटने सांगितलं खरं कारण,1
आयपीएल 2019 आरसीबी आतापर्यंत विजेता नाही विराटने खरे कारण अनेक केले,1
"आयपीएल 2019 आरसीबी आतापर्यंत फायनल नाही, विराटने सांगितले खरे कारण",1
बांऊसर लागल्यामुळे पाकिस्तानच्या तरूण क्रिकेटरचा मृत्यू,1
पाकिस्तानी क्रिकेटपटूचा स्ट्रोकमुळे मृत्यू झाला,1
एका तरुण पाकिस्तानी क्रिकेटपटूचा स्ट्रोकमुळे मृत्यू झाला,1
प्रियांकाच्या ड्रेसमध्ये दडलंय निकचं नाव पाहा व्हिडिओ,0
प्रियांकाच्या कपड्यात निकचे नाव दडलेले व्हिडिओ पहा,0
प्रियांकाच्या ड्रेसमध्ये निकच्या नावाचा विडिओ पहा,0
कोल्हापुरातील सलूनवाला असा करतोय अभिनंदनच्या शौर्याला सलाम पाहा VIDEO,2
salute to Abhinandan Shaurya doing this to a salon in Kolhapur. Watch VIDEO,2
Congratulate to Abhinandan Shaurya doing this to a salon in Kolhapur. Watch VIDEO,2
नाशिकमध्ये गुंडाराज आरोपींनी पोलिसांनाच केली मारहाण,2
नाशिकमध्ये गुंडांनी पोलिसांची कोंडी केली,2
नाशिकमध्ये गुंडांनी पोलिसांना मारहाण केली,2
महाराष्ट्रात बैलगाडा शर्यतींचा मार्ग मोकळा,2
महाराष्ट्रात बैलगाडी शर्यतींचा मार्ग मिळवा,2
महाराष्ट्रात बैलगाडी शर्यतींचा मार्ग मोकळा,2
दहावीचा निकाल उद्या होणार जाहीर,2
उद्या दहावीचा निकाल जाहीर होणार आहे,2
उद्या दहावीचा निकाल जाहीर होणार आहे,2
शशांक मनोहर यांचा आयसीसीच्या अध्यक्षपदाचा राजीनामा,1
शशांक मनोहर यांनी आयसीसी अध्यक्षपदाचा राजीनामा दिला,1
शशांक मनोहर यांनी आयसीसीच्या अध्यक्षपदाचा राजीनामा दिला आहे,1
मितालीचा नवा चाहता पहा खट्याळ ज्य़ुनिअर धवन काय काय करतो,1
"मितालीच्या नवीन चाहत्याला खात्री, खोडकर ज्युनियर धवन काय करतोय?",1
"पाहा मितालीचे नवे प्रशंसक, खोडकर ज्युनियर धवन काय करतोय?",1
झी मराठीनं मागितली आगरी समाजाची माफी,0
ezed मराठीने आगरी समाजाची माफी मागितली,0
Zee Marathi apologies to Agri Samaj,0
कर्जमाफी प्रकियेतील आधार कार्ड घोळाची थेट पीएमओकडून दखल राज्याकडे मागितला अहवाल,2
या अहवालात कर्जमाफी प्रक्रियेतील आधार घोटाळ्यावर पीएमओकडून राज्याकडे लक्ष वेधण्याची मागणी करण्यात आली आहे.,2
कर्जमाफी प्रक्रियेतील आधार पोस्टकार्ड घोटाळ्याकडे पीएमओकडून थेट राज्याकडे लक्ष देण्याची मागणी या अहवालात करण्यात आली आहे.,2
शिवसेनेचा भाजपसमोर नवा प्रस्ताव,2
शिवसेनेचा भाजपला ताजा प्रस्ताव,2
शिवसेनेचे नवे भाजपला सुचले,2
शरद पवारांचा वारसदार कोण  अजित पवार म्हणतात,2
शरद पवारांचे वारसदार अजित पवार यांच्यावर बोली लावतात,2
शरद पवारांचे वारसदार अजित पवार यांना ओढले,2
आता बिग बाॅसच्या घरात पाहायला मिळणार या अभिनेत्रींचा जलवा,0
आता या अभिनेत्री बिग बॉसमध्ये दिसणार आहेत,0
आता या अभिनेत्री बिग बॉसच्या मैदानात दिसणार आहेत,0
साक्षी तन्वरशी दिलखुलास गप्पा,0
साक्षी तन्वरसोबत हृदयस्पर्शी कफब,0
साक्षी तन्वरसोबत हृदयस्पर्शी बातचीत,0
वाशिंद रेल्वे स्थानकात संतप्त प्रवाशांचा रेलरोको,2
वाशिंद रेल्वे स्थानकावर संतप्त प्रवाशांनी रेल्वे थांबवली,2
वाशिंद रेल्वे स्थानकावर संतप्त प्रवाशांचा रास्ता रोको,2
अखेर दीपिकारणवीरच्या लग्नाची तारीख झाली फिक्स,0
दीपिकरणवीरच्या जोडीदाराची तारीख अखेर निश्चित झाली आहे,0
दीपिका रणवीरच्या लग्नाची तारीख अखेर निश्चित झाली आहे,0
शरद पवारांसारखा सहकार चळवळीला मदत करणारा नेता हवा आनंद अडसूळ,2
"आनंद अडसूळ यांना शरद पवार यांच्यासारख्या नेत्याची गरज आहे, जो कंजुक्टिव्ह चळवळीला मदत करेल",2
आनंद अडसूळ यांना सहकार चळवळीला मदत करणारा शरद पवार यांच्यासारखा नेता हवा आहे,2
बाळासाहेबांची भूमिका कोण साकारणार  अजय देवगण की नवाजुद्दिन ,2
Who will gaming the role of Balasaheb Ajay Devgan or Nawazuddin,2
Whose will play the role of Balasaheb Ajay Devgan or Nawazuddin,2
अनुष्कानं सोशल मीडियावर शेअर केला हनिमूनचा फोटो,0
अनुष्काने हनिमूनचे फोटो सोशल मीडियावर शेअर केले आहेत,0
अनुष्काने हनिमूनचा फोटो सोशल मीडियावर शेअर केला आहे,0
गर्भलिंग निदानाचा फिरता धंदा  कोण आहे सूत्रधार ,2
भ्रूण निदानाच्या प्रवासी व्यवसायाचा मुख्य सूत्रधार कोण आहे?,2
गर्भलिंग निदानाच्या ट्रॅव्हल्स व्यवसायामागील सूत्रधार कोण?,2
आणि संभाजी महाराज रायगडावर पोचले,0
And Sambhaji Maharaj achieve Raigad,0
And Sambhaji Maharaj attained Raigad,0
महायुतीच्या सभेआधी माढाचा तिढा सुटणार का,2
महायुतीच्या बैठकीपूर्वी मधला फूट पडणार का?,2
महायुतीच्या बैठकीपूर्वी मधला फाटा मिटवण्याची इच्छा?,2
महाराष्ट्र बँक बंद करण्याचा सरकारचा डाव  राज ठाकरे,2
महाराष्ट्र बँक बंद करण्याचा राज ठाकरे सरकारचा प्रकल्प,2
महाराष्ट्र बँक जवळ करण्याचा राज ठाकरे सरकारचा डाव,2
पंतप्रधानांची 56 इंचाची छाती असताना दहशतवादी हल्ले होतातच कसे  शरद पवार,2
"शरद पवार, पंतप्रधानांची छाती ५६ इंच असताना दहशतवादी हल्ले कसे होतात",2
"शरद पवार, पंतप्रधानांची छाती 56 ओटा असताना दहशतवादी हल्ले कसे होतात",2
Birthday Special  असं करणार शनाया वाढदिवसाचं सेलिब्रेशन,0
शनायाच्या वाढदिवसाच्या सेलिब्रेशनद्वारे बर्थडे स्पेशल पार पडणार आहे,0
शनायाच्या वाढदिवसाच्या सेलिब्रेशनमुळे बर्थडे स्पेशल होणार आहे,0
भीमा कोरेगावमध्ये सभेची  परवानगी देणार नाही,2
भीमा कोरेगावातील सभा खपवून घेणार नाही,2
भीमा कोरेगावमध्ये सभेला परवानगी देणार नाही,2
रवी किशननं साइन केले सात भोजपुरी सिनेमे,0
रवी किशनने सात भोजपुरी चित्रपटांचे संकेत दिले आहेत,0
Ravi Kishan has subscribed seven Bhojpuri films,0
दाभोलकर खून प्रकरणी सनातनचा साधक ताब्यात,2
दाभोलकर हत्येप्रकरणी अटकेत असलेला सनातनचा साधक,2
दाभोलकर हत्येप्रकरणी अटकेत असलेला सनातनचा याचिकाकर्ता,2
नवाजुद्दीन सिद्दीकी येतोय भारतीय क्रिकेट कोच बनून,0
नवाजुद्दीन सिद्दीकी हे भारतीय क्रिकेट प्रशिक्षक आहेत,0
नवाजुद्दीन सिद्दीकी भारतीय क्रिकेट प्रशिक्षक म्हणून येत आहे,0
राष्ट्रपतीपदाबद्दल चर्चा मातोश्रीवरच होईल  संजय राऊत,2
प्रशासनाची चर्चा मातोश्री संजय राऊत यांच्यावर होणार आहे,2
खुर्चीची चर्चा मातोश्री संजय राऊत यांच्यावर होणार आहे,2
प्रियंकाच्या बॅचलर पार्टीत हिचीच हवा,0
प्रियांकाच्या बॅचलर पार्टीला हेच हवे असते,0
प्रियांकाच्या बॅचलर पार्टीला हेच हवे होते,0
  न्यूज18च्या आयरिल अवाॅर्ड्समध्ये सेक्रेड गेम्सची धूम,0
पवित्र खेळ News18 च्या Airil पुरस्कारांना गवसणी घालणार आहेत,0
सेक्रोसँक्ट गेम्स News18 च्या एअरिल अवॉर्ड्समध्ये सहभागी होणार आहेत,0
ये अंदर की बात हैराज ठाकरे हमारे साथ है,2
"राज ठाकरे आमच्यासोबत आहेत, ही आतली गणना आहे",2
"ही अंतर्गत बाब आहे, राज ठाकरे आमच्यासोबत आहेत",2
‘या’ क्रिकेटपटूचे विक्रम सचिन द्रविडला मोडता आले नाही,1
सचिन द्रविड या 'या' क्रिकेटरचा विक्रम मोडीत काढू शकला नाही,1
तेंडुलकर द्रविड 'या' क्रिकेटरचा विक्रम मोडू शकला नाही,1
नाना पटोलेंची काँग्रेसमध्ये घरवापसी होणार,2
नाना पटोले काँग्रेसमध्ये घरवापसी करणार आहेत,2
हुची पटोले काँग्रेसमध्ये घरवापसी करणार आहेत,2
Photos  आलियाला आवरला नाही पिझ्झाचा मोह काठीच्या आधारे पार्टीला हजर,0
Photos आलियाला पिझ्झाचा मोह आवरता आला नाही आणि गप्पांच्या आधारावर पार्टीला हजेरी लावली,0
Photos आलियाला पाईचा मोह आवरता आला नाही आणि काठीच्या जोरावर पार्टीत सहभागी झाली,0
