headline,label
पुण्यातील RTI कार्यकर्त्याचा मृतदेह ताम्हिणी घाटात कुटुंबाकडून हत्येचा वहीम,2
भोसरी एमआयडीसी प्रकरणात एकनाथ खडसेंना एसीबीची क्लीन चिट,2
हाच माझा वाट,0
फराह खान करणार मिस वर्ल्ड मानुषी छिल्लरला बॉलिवूडमध्ये लाँच,0
शेतकऱ्यांच्या लेकींचे अन्नत्यागते आजच्या 5 महत्त्वाच्या बातम्या,2
रेकाॅर्डब्रेक यश लातूरसाठी अत्ता 25 लक्ष लीटर चमक घेऊन वॉटर एक्स्प्रेस निघणार,2
पीएचडीचा काळा बाजार करणारी गीता पाटील मोकाट विद्यार्थ्यांचीच मुस्कटदाबी,2
शिवाजी अंडरग्राउंड इन @ 200,0
कॉ पानसरे यांच्यावर २ बंदुकीतून 5 गोळ्या झाडल्या,2
VIDEO बिग बींनी लगावला भाजपच्या मंत्र्याला टोला,0
कोकण रेल्वेची वाहतूक पुढचे 14 तास दोरी,2
महाराष्ट्राच्या राजकारणात आजपर्यंत एका पक्षाची एंट्री लोकसभेसाठी 14 उमेदवारांचीही घोषणा,2
३ सामन्यांत 3 नवे गडी भारतीय क्रिकेटपटूंनी तिसऱ्यांदा रचलाय हा इतिहास,1
मुख्यमंत्र्यांच्या हेलिकॉप्टर अपघाताला १ वर्ष समस्त ही कांबळे कुटुंबाला हानी नुकसानभरपाई नाहीच,2
राणेंना चापट अक्षताचा भूखंड बेकायदेशीर,2
देवदूत मच्छीमाराने वाचले त्या तिघांचे प्राण,2
विख्यात व्यक्ती गवई मुद्रल शिवपुत्र यांच्याकडून चोरट्याने ७५ सहस्र लांबवले,2
मराठी आरक्षणाविरोधातील अजिजी MIM आमदार इम्तियाज जलील यांनी घेतली पूर्वी,2
पाथर्डीत अडीच लाखांची लालूच घेताना पोलिसदल निरीक्षकाला तांबडा तितूर,2
शेतकऱ्यांची हृदयशूल्य थट्टा पीक विम्याचा मिळाला नुसता एक तारीख रूपया,2
सनी लिओनने केरळसाठी खरंच पंच कोटींची साहाय्य केली का,0
राज्यातल्या वृद्धत्व साखर कारखान्यांनी थकवले शेतकर्‍यांचे 1800 10000000 रुपये,2
विराट कोहलीचा डुप्लिकेट तुम्ही पाहिलात का,2
मयंक सरकारच्या विरोधात नागपुरात काँग्रेस कार्यकर्त्यांची निदर्शनं,0
लष्कराची स्पेशल झुकझुकगाडी रूळावरून घसरली डब्यात शस्त्रसाठा,2
आमिरशी टक्कर घ्यायला फैझल खान कटिबद्ध,0
नागपुरात रिकाम्या फ्लॅटमध्ये सापडली 1 पातळी 87 लाखांची रोख चौघे जणांना तुरुंग,2
सुपर 30चं फर्स्ट लूक रिलीज हृतिक रोशनचा निराळा अवतार,0
ईराणी करंडक मुंबैया फ्लॉप हनुमा विहारीच्या शतकाने शिल्लक भारताला सावरले,1
इतकी टीका होतेय डोणी स्वतहून राजीनामा द्यावा नानांचा चौहानांना सल्लामसलत,2
सुरूवात गिरणगाव महोत्सवाचा दत्ता इस्वलकर अनिता पाटील,2
लालन सारंग यांची रंगमंचावर रिएंट्री,0
अनब्रेकेबल मेरी कॉम,1
राम कदम यांचं नाव दशमुख कदम ठेवा अजित पवार,2
अणेंना दिलगिरी महाराष्ट्राचा केक कापल्याबद्दल मागितली माफी,2
रणवीरदीपिका जूनजुलैमध्ये लग्नबंधनात करणार डेस्टिनेशन वेडिंग,0
सचिन तेंडुलकर होऊन तुम्हीही खेळून शकतात सचिन सागा गेम लाँच,1
ऑस्ट्रेलियाचा विजैया चौकार भारताचा दुसर्‍यांदा लाजिरवाणा पराजय,1
जेव्हा पंकजा मुंडे आणि पूनम महाजन म्हणतात कुछ कुछ होता है,0
पावसासाठी पर्जन्ययज्ञ करायला मरुत शंकराचार्यांचा सल्ला,2
गडकरींच्या राजनितीमुळे शिवसेना रुष्ट,2
गुजरातच्या निवडणूक निकालांचा अन्वयार्थ काय,2
युतीचे शासनपद्धती आणूच फडणवीस,2
VIDEO बॉलिवूडच्या या सेलिब्रिटीजकडून शिकून घ्या अंदाजपत्रक,0
संजय दत्तला करायचंय माधुरीशी विवाह,0
वेस्ट इंडीजच्या या खेळाडूने विवियन रिचर्डसला टाकलं आधी केला हा विक्रमादित्य,1
पावसामुळे राज्यातील धरणं भरू लागली,2
फडणवीस म्हणतात राजकारणातही भरपूर रेडे आहेत इसाळ,2
सैन्य संपलीय शर नाव मीच काढून आणलाय राणे,2
प्रार्थना किया है कधीच नाही शक्तीप्रदर्शन शिबाड कधीच नाही निमुटपणे,2
आदिवासी वर्गात आरक्षण मिळवण्यासाठी धनगर वर्ग आक्रमक,2
अमिताभ बच्चन यांच्या अनधिकृत बांधकामाला एमआरटीपीची नोटीस,0
शेवटास त्या नरभक्षक वाघाचा खात्मा,2
अग्निशमन दलावरचा अॅक्शनपट अग्निपंख,0
विराट कोहलीला चौथ्यांदा मिळणार बीसीसीआयचा सर्वात भव्य पुरस्कार,1
आरबीआयचे गव्हर्नर उर्जित पटेल यांचा राजीनामा,2
मामा झगडा सरशी चव्हाणांना भेटण्यावरून जितेंद्र जोशीने सचिन कुंडलकरला फटकारलं,0
आणि त्यासाठी सलमान त्याचे सिनेमे ईदलाच प्रदर्शित करतो,0
उत्तर दिशा कोकण वर्ध्यातही मराठा मूक मोर्चा,2
VIDEO लोकलचे खडखडणारे रुळअस्वस्थ चित्त डोंबिवली रिटर्नचा टीझर लाँच,0
मिलिंद एकबोटेंना अंत जामीन मंजूर,2
नाशिकमध्ये विद्याथिर्नीवर सामूहिक जबरदस्ती,2
बॉलिवूडमध्ये सिनेमाच्या पोस्टरवर क्रिएटिव्हिटी झिरो,0
अशीही पाणीचोरी सरळ अग्निशमन दलाची गाडीच बोलावली घरी,2
ओबामांच्या पहिल्याच कलाकृतीसाठी प्रिया स्वामीनाथनला पसंती,0
शिवाजी अंडरग्राऊंडला हिंदुत्ववादी संघटनेचा अडथळा,2
मला जो कडवट अनुभव आलातो अजितसुप्रियांच्या वाट्याला येऊ नये पंकजा मुंडे,2
पत्नी आणि मुलीचा हत्या करून पतीने केली आत्महत्या,2
स्पेशल रिपोर्ट सनदी बाबू रिटायर होत न व्यंजन,2
अण्णा हजारेंना दीनानाथ मंगेशकर जीवनगौरव,0
विम्याच्या पैशासाठी चैतन्यची वध आईने दिली कबुली,2
भीमा कोरेगाव गोष्ट राज्यविषयक लोकांनी समजूनउमजून घडवलंमा गाय चिकित्सक,2
परळीमध्ये गोपीनाथगडाचं लोकार्पण,2
शिर्डीत रामनवमीचा जोश दर्शनासाठी आज रात्रभर खुलं राहणार मंदिर,2
मुंबईला पोहचताच शाहरुखने सर्वात अधी घेतली तिची गाठ,0
सातार्‍याचे कर्नल महाडिक सीमेवर शहीद उद्या होणार अंत्यसंस्कार,2
राज्यात स्वाईन शीतज्वर अता ठार नियंत्रणाखाली सावंत,2
अपरिमित शहा एकदम मुंबई भेटीवर मंत्रिमंडळ पसारा होणार का,2
गडकरी त्या वक्तव्यावर अजूनही गतिहीन म्हणतात पडाव देशाचे 40 सहस्र कोटी वाचतील,2
प्लास्टिक बंदीची पहिली इयत्ता कारवाई लोणावळ्याच्या वाईन शाॅपला X हजाराचा भुर्दंड,2
जाने भी दो यारोचे दिग्दर्शक कुंदन शहा काळाच्या पडद्याआड,0
नाशिकमध्ये आसाराम बापूच्या आश्रमावर हातोडा,2
अंबाबाईच्या गाभाऱ्यात सीसीटीव्ही कॅमेऱ्याला पुजाऱ्यांचा विरोध,2
जाचपंचायत वीस वर्षांपासून गोरीवले जाया गावाबाहेर,2
प्रथम आमिरसोबत जोडलं गेलं डोंगा ह्या वेळी बनली शाहरुखची हिराॅइन,0
सफारी मिक्टाची,0
शहीद चंद्रकेतू गलंडेंवर लष्करी इतमामात अंत्यसंस्कार,2
युपीएससीचे प्रतिफळ प्रकट उस्मानाबादचा गिरीश बडोले राज्यात पूर्वीचा,2
धावत्या कारमध्ये पतीने केली पत्नीची हत्या,2
टोलचा जन्मदाता कोण आरआरपाटील,2
आणि सलमानला रडू फुटलं,0
पाकिस्तान वर्ल्डकपबाहेर रविवारी भारतऑस्ट्रेलियामध्ये क्वार्टरफायनल,1
लय शिक्षणार्थी जिंकले आजपासून पाचही मॉडेल पाठशाळा सुरू,2
भाऊबंद आणि व्ययसायक वापरासाठी साखरेचे २ किंमत,2
Video आज्ञा भाऊजींसोबत विक्रांत सरंजामेगुरू आणि राधिका झाले झिंगाट,0
काय आहे बजेटकडून तुमच्या अपेक्षा कमेंट करा,2
तापी मेगा प्रकल्पाला केंद्राची होकार राज्यातील चौघे लाख हेक्टर कानन येणार सिंचनाखाली,2
राज्यातील रखडलेले एकशे सात प्रोक्षण प्रकल्प मार्गी लागणार मुख्यमंत्री,2
नागपुरात स्वाईन फ्लूचे बाहेरील 2 बळी_देणे मृतांची संख्या तीस मदतीने,2
दुष्काळावर पराजय मेलेला नदीलाच दिले जीवदान,2
अफलातून फिल्डिंग पैज सोशल मीडियवर चर्चा क्रिकेटच्या या नियमाची,1
सोनाली कुलकर्णीच्या फिटनेसचं गुपित दडलंय भाकरी आणि टेकडीत,0
वेंटली लाॅसचा प्रयत्न अंगाशी महिलेच्या मेंदुला इजा,2
असा हा डॉग शो,2
ढोली ताशांच्या गजरात पाचही मानाच्या गणपतींची जुलूस सुरू,2
अवनीला ठार मारणं म्हणजे शीतल डोक्यानं तिचा केलेला खूनच,2
अबरामचं गर्भलिंग निदनापक्ष केलं ना,0
महायुती अडकली मुंडेगडकरी वादात,2
ती फुलराणी पुन्हा रंगमंचावर,0
सुद्धा सजा केवळ कलाकारालाच का प्रियांका चोप्राचा सवाल,0
VIDEO मद्रास एक्स्प्रेसमध्ये बॉम्बची अफवाबेवारस सुटकेसमध्ये सापडली गॅसबत्ती,2
सलीमभाईची मनसे गोसेवा,2
कांपिल्य नगर शर्माची मंडळी आता कसौटी जिंदगी की 2मध्ये,0
खंडाळा घाटात दुधाचा टँकर डिव्हायडरला धडकला चालकाचा जागीच देवाज्ञा,2
सचिन तेंडुलकरही रिओ ऑलिम्पिकसाठी गुडविल अॅम्बेसेडर,1
मुख्यमंत्री फडणवीस विदेश दौऱ्यावर राज्याची दायित्व या ३ मंत्र्यांवर,2
प्रेक्षकांचे बाप्पा ( ६ ),0
कृषक पती नको गं बया ग्रामीण भागात ३ हजार तरुणांचे विवाह समारंभ रखडले,2
संजय दत्तला 8 महिन्याआधी का सोडलं हायकोर्टाने राज्य सरकारकडे मागितला खुलासा,0
VIDEO अरे तो बुडतोयपण काकासाहेबाला वाचावला कुणीच आलं नाही,2
शिवसेनेला सत्ता मिळाली न तरी चालेल होड भाजप नको उद्धव ठाकरेंची रणनीती,2
व्हॅलेंटाईन डेचा अस्वीकार ह्यामुळे बजरंग दलाने लावलं गाढवाचं विवाह,2
खंडेरायाच्या पुरुषांचा दसरा सोहळ्याची तड,2
सनी लिओनीच्या बोल्ड लुकचं गुपित आहे या माणसाच्या हाती,0
भारताचा दआफ्रिकेवर दणदणीत विजयमालिकाही खिश्यात,1
पोलिस विभाग बंदोबस्तात पद्मावत राज्यभरात प्रदर्शित सारा शोज हाऊसफुल्ल,2
कोकण रेल्वेचं धेंगर वेळापत्रक आजपासून लागू,2
रितेश आणि रवीचा बॅन्जो,0
LIVE # शेतकरीसंपावर समस्त अपडेट्स एकाच पेजवर,2
हाफ गर्लफ्रेंड मैत्रिणीपेक्षा जास्तगर्लफ्रेंडपेक्षा कमीपणा,0
हाफ गर्लफ्रेंडमुळे चेतन भगतला मागावी लागली क्षमा,0
VIDEO आंदोलकांकडून भाजपला जशास तसं उत्तर दिशा स्टंट करून समजावला दूरपणा,2
यापुढे काँग्रेसच्या उमेदवारांनी घेतली संविधानाची आण,2
केडीएमसीसाठी काँग्रेसराष्ट्रवादीची अघाडी 5641चा फॉर्म्युला,2
एक्स्प्रेस वेवर वाहतूक कोंडीचे पाठवा क्ष-किरण,2
विद्यार्थिनीशी असंबद्ध चाळे करणारा शिक्षक गजाआड,2
अभिग्यान महोत्सवात डाॅ उदय निरगुडकर यांचं विद्यार्थ्यांना मार्गदर्शन,2
अण्णांनी उपोषण माघे घ्यावं थोरात,2
VIDEO नवनीत राणांची शिवसेना गुराखी अडसूळ यांच्याविरोधात कोर्टात वागणे,2
माइंड इटथलाइवा वडाळ्यात चाहत्यांच्या उड्या,0
राज्यातल्या VI जिल्ह्यांना फ्लोरोसिसचा घेरा,2
राजेश श्रृंगारपुरे म्हणाला माझं आणि रेशमचं नात म्हणजे,0
VIDEO कुठली साखळी आहे नंबर वनम # TRPमीटर काय सांगतोय बघा,0
हृतिक रोशन आणि सुझान दुबार कधी लग्नबंधनात सूत्रांची माहिती,0
कोल्हापूरमध्ये संततधार 30 गावांचा संपर्क तुटला,2
राज्यात कडाक्याची शिळकंबा मुंबईसह उत्तर भाग महाराष्ट्राचं तपमान घसरलं,2
युवराज ऑफ पटियालच्या मागेच राहिला मही शॉ कदापि तोडू शकणार न हा रेकॉर्ड,1
पुणे समलैंगिक संबंधाला विरोध दिल्याने तरुणावर चाकू चाल,2
राज ठाकरेंनी उद्घाटन केलेल्या कार्यालयाची तोडफोड,2
मनालीत कंगनाचा एक बंगला बने न्यारा,0
युट्यूबद्वारे प्रियांका चोप्रा सुरू करणार ट्रॅव्हल शो हे आहे ख्याती,0
अहमदनगरमध्ये बहुजन क्रांती मोर्चा,2
अशी रंगली भैरवीची मंगळागौर,0
ICC Womens World T20 हिन्दुस्तानी महिला टीमने पाकचा उडवला धुव्वा,1
कोल्हापूर पालिका पोटनिवडणुकीत भाजप ताराराणी आघाडीचा विजय,2
चेन्नईत होतोय करुणानिधींचा 95वा वाढदिवस साजरा,2
NEWS18 LOKMAT IMPACT पिंपरीत 48 प्रत खर्च करून उभारणाऱ्या संतपीठाच्या कामाला स्थगिती,2
VIDEO सलमान खाननं रितेशच्या माऊलीचा ट्रेलर केला ट्विट तुम्ही पाहिलात का,0
 मी पळून गेलो न व्यंजन मला पळवून लावलंसदाभाऊ खोतांचा शेट्टींना टोला,2
धोणींचा विनिंग चौकार पुण्याचा हैदराबादवर फत्ते,1
आबांच्या मुलीचं लग्न पाणावलेले डोळे आणि ‘दादा’ ‘ताईं’ची आटाआट,2
IBN लोकमतच्या बातमीचा इम्पॅक्ट आंबेगव्हाण गावातील विद्यार्थ्यांचा चिंता संपला,2
सचिनच्या शेवटच्या मॅचवर 800 कोटींचा सट्टा,1
कपूर अॅण्ड सन्सच्या टीमशी गप्पा,0
इंग्लंडचा भारतावर दणदणीत सरशी,1
विराट जडेजा रोहित न तर हा आहे भारताचा नंबर वन फिल्डर,1
VIDEO कडेकोट बंदोबस्तात भीमाकोरेगावमध्ये लाखो अनुयायी दाखल,2
नरपती मोदींचा आज पुणे दौरा,2
निशापति मिलवरच्या बाबासाहेबांच्या स्मारकाचं 2020 मध्ये लोकापर्ण मुख्यमंत्री,2
शरद पवारांची दिवाळी बारामतीत साजरी,2
VIDEO भरमैदानात या माजी क्रिकेटरची फाटली पॅन्ट,1
17व्या एशियन गेम्सचं आज होणार उद्घाटन,1
शहा उद्धव राहिले बाजूला जानकरांनीच केला युतीबाबत थोर पडदाफाश,2
उमेदवारीमुळे भुजबळ नाखूश येवल्यात कडकडीत दोरी,2
शिव जानकर यांचा आमदारकीचा राजीनामा,2
पुण्याच्या महापौरपदी पहिल्यांदाच भाजपच्या मुक्ता लोकमान्य बाळ गंगाधर टिळक यांची निवड,2
हिमायत बेगच्या फाशीचा आज हायकोर्टात फैसला,2
पार्च्डच्या टीमशी चमत्कारिक गप्पा,0
बुलडाण्यात एकाच कुटुंबातील चौघांनी केलं विषप्राशन तिघांचा चिरनिद्रा,2
जब हॅरी मेट सेजलची पहिल्या दिवशी १६ तारीख कोटीची उत्पादित,0
सचिनसोबत विशेष गप्पा,0
शिल्पा शेट्टीला पुनः कधीमधी घ्यावा लागला वर्णभेदाचा भिकार अनुभव,0
दीपक केसरकर शिवसेनेच्या वाटेवर,2
राष्ट्रवादीने प्रचार ना करणार्‍या नेत्यांना बजावल्या नोटिसा,2
VIDEO शेवट धरणात अडकलेल्या 20 माकडांची झाली सुटका,2
आता बोला या गावात बंधारेच गेले चोरीला,2
नाशिकमध्ये पूरसदृश्य वातावरण,2
मुंबईत हॉस्पिटलमध्ये आग गर्भवती नार आणि मुलांचा कोंडला श्वास,2
गुरूची नहलु खेळी अता क्रिकेटचे दुशमनगिरी,0
महाराष्ट्र बंदला दूरवर प्रतिसाद सौन्दर्य आंबेडकर,2
शिवसेनेला धडक देत काँग्रेसमध्ये शिरकाव करणार का आमदार म्हणतात,2
जेव्हा लता मंगेशकरांना दिलं होतं गरळी,0
बहुजन समाजावर अन्याय करणाऱ्या मोदी सरकारला हटवण्याची वेळओवेसी,2
उन्हामुळे ईव्हीएम मशीनमध्ये बिघाड निवडणूक आयोगाच्या अधिकाऱ्यांचा उकल,2
पुढच्या वेळेस 180 आमदार घेऊन येईन उद्धव ठाकरे,2
ककुभ तेंडुलकरने घेतली त्रिफळा व्हिडिओ पाहून भावूक मकवाना विनोद घोंगडी,1
दादांना नोटा भोवणार अजित पवारांविरोधात गुन्हा दाखल,2
गृहहीन विश्वासराव निघालाय प्रार्थना बेहरेसोबत आनंदाच्या प्रवासाला,0
महाराष्ट्रातही मॅगीवर बंदी,2
पीएमपीवरून तुका मुंढेंना हटवण्यासाठी भाजपचेच ओहददार आक्रमक,2
हिमेश रेशमिया पुन्हा चढणार बोहल्यावर,0
SPECIAL REPORT म्हणे पुण्यात उतरले एलियन,2
मुन्नाभाई हिरानीच्या भेटीची होणार चौकशी,0
आपने पाठवली गडकरींच्या घरी पुराव्याची फाईल,2
चला नद्यांचं सुरक्षा करूया सलमान रॅली फॉर रिव्हरमध्ये सहभागी,0
बारावीच्या निकालात पुनरपि कोकणस्थ दुबार मुली महान,2
माजी महाराष्ट्र केसरी दत्ता गायकवाडसह सहा जणांना गाव तितिर,2
गृहिणीची रोजची व्यथा ह्या वेळी छोट्या पडद्यावर,0
VIDEO सुरवातीला महिलेचा तुळजाभवानी देवीच्या चरणांना स्पर्श,2
संभाजी महाराज अधीश्वर दारूच्या कैफात सापडले होते अवघा गॅलरी अभियानाच्या पुस्तकात उल्लेख,2
तंत्रमंत्र वटहुकूमानुसार दोन भोंदूबाबांवर अपराध दाखल,2
शाहरुख सलमान आमिरमुळे उद्धस्त झालं या हॉट अभिनेत्रीचं करिअर,0
अजय देवगणच्या गाण्यावर थिरकणार काजोल,0
VIDEO वाजपेयींच्या श्रद्धांजली सभेला विपत्ती करणाऱ्या एमआयएमच्या नगरसेवकाला चपलेने मारले,2
यवतमाळमध्ये सापडले 9 देशीय कट्टे तारू सोळा सजग काडतुसं,2
महाराष्ट्र बंदमुळे झालेली घस मोबदला राज्यव्यवस्था कोणाकडून वसूल करणार,2
गजानन मर्यादा निशा नंदेश उमप यांची परफॉर्मन्स,0
खरा फुंगसुक वांगडु शिकवतोय हिमालयातील मुलांना,2
कलावंतांनी त्यांचं प्रक्रिया करावं राजा काय करतोय हे सांगण्याचा फालतूपणा करू नयेपुनम महाजन,2
मंजुरी नसलेल्या कामाचं शरद पवारांकडून उद्‌घाटन,2
अनेकांना धडक देत ट्रक सुसाट नागरिकांनी पाठलाग करून चालकाला दिला चोप,2
अर्जुनसाताडा खोतकरांची काँग्रेस नेत्यासोबत अंतस्थ अधिवेशन,2
सात तारीख वर्षांच्या चिमुरडीवर कठोरता झालाघरात आईवडिलानाही कळलं न अक्षर,2
बोलूच नाही दिल्याने खडसेंचं भाजपा आमदारांच्या बैठकीतून वॉकआऊट,2
मुंबईतल्या पालिका शाळेत आता इंग्रजीलाही प्रथम भाषेचा दर्जा,2
मुख्यमंत्र्यांच्याच शहरात भरचौकात वाहतूक पोलिसालाच मारहाण,2
सलमानजॅकलीन थिरकले व्हिडिओ व्हायरल,0
ब्राझीलच चॅम्पियन,1
पॉवरफुल्ल पेक्षा हेल्पफुल धुरीण बनायला आवडेलपंकजा मुंडेंचा पार्थ मुंडेंना टोला,2
सामनावर कैदी आणून दाखवाच उपरांत आम्ही दाखवतो उद्धव ठाकरे,2
फरहान अख्तरच्या आयुष्यात आहे एक मराठमोळी मुलगी हाॅट व्हायरल,0
Bollywood Divas ने घातलं असं मंगळसरी तुम्हीही करू शकता ट्राय,0
विदर्भात आज १० तारीख जागांसाठी मतदान,2
पुण्यात चोरीला गेलेली पीएमपीएमएल बस नाशिकमध्ये सापडली,2
मी लवकरच लग्न करणार आहे कंगना राणावत,0
टीम इंडियाची लॉटरी पगार वाढणार दुप्पटीने विराटचा पगार १० कोटींच्या घरात,1
विरुष्काच्या रिसेप्शनला काय आहे स्पेशल,0
यवतमाळच्या सोनालीची कवन बालभारतीत,2
महिलांना शनीदर्शनाचा निश्चय अता मुख्यमंत्र्यांच्या कोर्टात,2
सर्वाधिक गर्दीच्या जिना स्टेशनचं स्वरूप बदण्यासाठी पॅरिस पॅटर्न,2
लाडू घ्या भारतीय जनता पार्टी कार्यकर्त्यांचा चाडेफूल टू जल्लोष,2
शाहीद प्रियंकाची कहानी,0
कोयनेचं झळाळी मुंबईला मिळणार 250 किमीची पाईपलाईन टाकण्यात येणार,2
फिल्मफेअर स्टाईल रेडकार्पेटवर सौंदर्याची बरसात,0
सुनील तटकरेंविरोधात पुतण्याचं अचकटविचकट सेनेकडून लढवणार निवडणूक,2
प्रियांकानिकच्या लग्नाआधीचं पहिलं सेलिब्रेशन जोमदार,0
कल्याणजवळ खोणी गावात 200 जणांना अन्नातून विषबाधा,2
पार्वती होण्याची माझी योग्यता न प्रतिज्ञा जिवा होण्याची वेळ द्या मुख्यमंत्री,2
आज संघाच्या व्यासपीठावरून मुखर्जींचं भाषणसाऱ्या देशाचं लांख,2
स्वातंत्र्यदिनाच्या ग्लॅमरस शुभेच्छा,0
माझ्या टेबलावर फाईल असतीतर मीच आरक्षण दिलं असतं पंकजा मुंडे,2
पद्मावतीबद्दल संजय लीला भन्साळींचा महत्त्वाचा उकल,0
हर्षा भोगले फ्रेंड ऑफ ऑस्ट्रेलिया,1
मुक्तास्वप्नीलचा बाॅक्स आॅफिसवर कोटींचा झेप पहा मराठी भाषा सिनेमांची उड्डाणं,0
दिपिका पदुकोणही अत्ता मादाम तुसाँमध्ये,0
पुण्यात स्वाईन फ्ल्यूची साथ पंच्याऐंशी जणांना लागण होडगे 31 वेक्ती व्हेंटिलेटरवर,2
पुण्यातले दोन रिमांड होम होणार लावलेले,2
VIDEO गिरीष महाजन यांनी आदिवासींसोबत साजरी केली दिवाळी,2
हा व्हिडिओ पाहिल्यावर तुम्हाला मिनरल वॉटर प्यावंस वाटणार नाही,2
गप्पा संगीता चितळेंशी ( शेयर दोन ),2
मराठी भाषा आरक्षणाविरोधात अखेरच्या श्वासापर्यंत लढाई राहणार गुणरत्न सदावर्ते,2
पुणे नागपूरमध्ये प्रत्येकी १ तारीख कोटीची रोख जप्त,2
फिफा वर्ल्ड कप ईर उत्तर कुमार सांगा पारितोषिक जिंका,1
एसी फॅन नसतानाही या पुणेकराच्या घरात तपमान फक्त 23 वर,2
धावत्या एसटी बसचा द्वार निखळला पादचाऱ्यावर पडला,2
सूर्यनारायण जाधवांची चावडी गुहागरमध्ये राष्ट्रवादीने जिंकली एकच जागा,2
सामनातील हे छिद्रणी अग्रलेख जे उद्धव ठाकरेंनाही या वेळी विसरून जावेसे वाटत असतील,2
कन्हैय्या कुमार चौदा एप्रिलला पुण्यात येण्याची संभव राष्ट्रवादी देणार सुरक्षा,2
सतीश शेट्टी हत्येप्रकरणी आंधळकरला सोळा तारखेपर्यंत सीबीआय कोठडी,2
मोदी सरकारच्या काळात सीमेवर शस्त्रसंधीच्या उल्लंघनात दोनशे पटींनी वाढ,2
साऊथ आफ्रिकेचा भारतावर 72 धावांनी दणदणीत जय,1
इंग्लंडने सत्त्वपरीक्षा मालिका जिंकली विराट सेना पराजित,1
सैफीनाच्या घरात छोट्या नवाबाचं निघणे,0
VIDEO शरद पवारराणे भेटीला सुरूवात राज्याच्या राजकारणात दुसर्‍यांदा भूकंप,2
काँग्रेसने 2019 ची नाहीतर 2024ची जुळवाजुळव करावी दीप्ति आंबेडकर,2
धनगर आरक्षणासंदर्भात १५ दिवसांत निर्णय मुख्यमंत्री,2
बोल्ड क्ष-किरण भाग केल्यामुळे होकार दुसर्‍यांदा खाणार संजय दत्तचा हलकल्लोळ,0
बिग बाॅसच्या घरात हुकुमशहा नंदकिशोर असाच का वागला,0
सोनू निगमने भर पत्रकार परिषदेत मुस्लीम तरुणाकडून केलं मुंडन,0
विक्रांत सरंजामेचा खरा चेहरा अत्ता येणार समोर ईशाशी लग्न समारंभ करण्यामागे आहे आप्पलपोटेपणा,0
सरकारला शेतकऱ्यांबद्दल सहानुभूती ना,2
मूर्ती गॅलेरी क्रिकेट आणि बॉलिवूडचे जुने ऋणानुबंध,1
काॅफी विथ करणमध्ये जस्टिन बिबर,0
छेडछाडीला कंटाळून पोरसवदा मुलीचा आत्महत्येचा परिश्रम,2
प्रचाराच्या तोफा आज थंडावणार,2
सचिनसमोर पुढील टार्गेट,1
मुंबई महानगरपालिका निवडणुकीच्या आजपासून धडाडणार प्रचाराच्या तोफा,2
Ind Aus भारताने रचला इतिहास सत्तर वर्षांनंतर ऑस्ट्रेलियात सर्वप्रथम चाचणी साखळी जिंकली,1
तुमच्या आशीर्वादामुळे मी आणि माझी टीम संरक्षित मुख्यमंत्री,2
चंद्रपूर पुनश्च वाघांच्या झुंजीत एका वाघाचा काल,2
VIDEO तोडपाणीचे आरोप ब्रह्मज्ञानी करूनच दाखवा अर्जुनवृक्ष मुंडेंचं खुलं आव्हान,2
मथळा अफवांमुळे बळी गेलेल्यांचा जीव वाचला असता,2
शेतकऱ्यांच्या आत्महत्येचं कडवट खरा सांगतोय कडवी समीर,0
शेतकऱ्यांच्या आत्महत्येचा धुंडाळा आठवड्यात अख्खा करा रियासत सरकारचे हुकुम,2
शरद पवार भावी राष्ट्रपती सुशीलकुमार शिंदेंचं भाकीत,2
VIDEO काँग्रेसच्या चिन्हासमोरचं बटन दाबलं भाजपला मतदाननिवडणूक अधिकारी म्हणतात,2
आरक्षणाच्या मागणीसाठी लातूरमध्ये मुस्लिमांचा भव्य मोर्चा,2
चिरंतन कुमारच्या मेकअपचा हा Video पाहाल होडगे तुम्हाला धक्काच बसेल,0
शनायाला घडवणारा सांगतोय अशा मुली कितीतरी काॅर्पोरेट्समध्ये भेटतात,0
रोमांचकारी लढतीत पाकिस्तानची भारतावर मात,1
जेजुरीच्या पुरुषासंबंधी दसर्‍यात येळकोट येळकोट जीत मल्हारचा जयजयकार,2
कर्जमाफीच्या कामासाठी राज्यातील सर्वसाधारण बँकांना महाशिवरात्रीची सुट्टी न,2
आजीमाजी एकवीस आमदार भाजपमध्ये येणारदानवेंचा रहस्यभेद,2
वैकुंठनाथ राणे जिंकले सिंधुदुर्ग बँकेत वर्चस्व कायम,2
